ItemType,Temperature_Celsius,ItemName,Quantity,Price,ExpirationDate
Freezer,-16.61,Frozen Vegetables,16,3.4,11/14/2025
Freezer,-16.16,Milk,50,13.77,9/2/2025
Fridge,2.92,Frozen Vegetables,42,1.02,11/12/2025
Fridge,2.12,Cheese,10,5.72,2/5/2025
Freezer,-17.38,Cheese,7,11.23,4/1/2025
Freezer,-17.87,Ice Cream,39,5.5,5/28/2025
Freezer,-16.16,Ice Cream,33,10.38,3/20/2025
Freezer,-15.34,Yogurt,25,8.36,12/4/2025
Fridge,3.27,Cheese,23,9.91,10/18/2025
Fridge,1.09,Ice Cream,36,11.28,12/24/2025
Freezer,-16.43,Cheese,28,12.64,12/28/2025
Freezer,-17.58,Yogurt,9,4.03,12/28/2025
Fridge,1.69,Milk,4,16.85,7/14/2025
Fridge,1.19,Cheese,48,12.91,7/2/2025
Fridge,1.55,Milk,3,4.98,4/12/2025
Freezer,-15.93,Cheese,30,10.08,1/13/2026
Freezer,-16.06,Cheese,26,3.3,6/5/2025
Fridge,1.92,Frozen Vegetables,29,2.51,11/29/2025
Fridge,2.08,Frozen Vegetables,19,2.73,12/9/2025
Freezer,-16.4,Milk,33,12.28,1/10/2026
Freezer,-16,Ice Cream,43,11.26,10/7/2025
Freezer,-15.99,Cheese,42,5.8,12/7/2025
Fridge,3.31,Yogurt,30,3.28,5/21/2025
Freezer,-17.34,Frozen Vegetables,30,1.68,11/14/2025
Freezer,-15.28,Ice Cream,39,13.84,12/12/2025
Fridge,3.7,Milk,9,18.85,10/7/2025
Freezer,-16.77,Frozen Vegetables,40,9.26,11/2/2025
Freezer,-17.44,Frozen Vegetables,1,18.94,8/9/2025
Freezer,-16.85,Milk,36,2.8,6/29/2025
Fridge,1.64,Ice Cream,48,2.09,6/28/2025
Freezer,-15.42,Ice Cream,17,13.29,4/16/2025
Fridge,3.42,Yogurt,24,9.33,12/8/2025
Freezer,-16.78,Yogurt,42,18.95,10/23/2025
Freezer,-16.76,Frozen Vegetables,39,11.46,12/26/2025
Fridge,3.63,Ice Cream,1,7.17,11/10/2025
Fridge,1.07,Ice Cream,49,3.29,12/3/2025
Fridge,1.37,Milk,23,15.86,7/12/2025
Freezer,-15.87,Frozen Vegetables,24,13.61,11/1/2025
Freezer,-15.36,Yogurt,32,18.36,12/5/2025
Fridge,1.84,Yogurt,7,12.5,7/16/2025
Fridge,2.87,Cheese,2,7.55,4/29/2025
Fridge,1.55,Ice Cream,1,12.23,6/1/2025
Fridge,3.86,Frozen Vegetables,16,16.84,2/5/2025
Fridge,1.18,Milk,25,8.97,4/14/2025
Freezer,-16.01,Cheese,14,8.12,7/16/2025
Freezer,-16.94,Frozen Vegetables,21,10.13,3/4/2025
Freezer,-15.67,Ice Cream,14,9.88,4/4/2025
Fridge,1.33,Cheese,11,5.2,8/10/2025
Fridge,3.09,Ice Cream,4,13.09,1/31/2025
Freezer,-15.91,Frozen Vegetables,37,6.01,1/30/2025
Freezer,-17.97,Ice Cream,20,15.14,7/26/2025
Freezer,-16.65,Yogurt,7,17.26,1/20/2026
Freezer,-17.58,Cheese,50,5.18,2/10/2025
Freezer,-17.46,Yogurt,42,13.08,11/11/2025
Freezer,-16.47,Frozen Vegetables,11,14.58,1/6/2026
Freezer,-17.5,Cheese,37,14.62,12/18/2025
Freezer,-17.41,Ice Cream,7,7.29,7/5/2025
Freezer,-16.94,Frozen Vegetables,12,14.47,9/13/2025
Freezer,-15.04,Frozen Vegetables,24,11.17,7/9/2025
Fridge,2.84,Yogurt,35,12.24,12/5/2025
Fridge,3.51,Cheese,18,19.11,12/1/2025
Freezer,-17.79,Yogurt,30,11.08,11/21/2025
Freezer,-17.78,Ice Cream,47,9,6/3/2025
Fridge,1.24,Yogurt,37,15.27,3/14/2025
Fridge,2.66,Frozen Vegetables,18,2.96,8/7/2025
Freezer,-17.09,Yogurt,40,7.74,6/22/2025
Fridge,2.68,Yogurt,39,4.15,11/19/2025
Freezer,-17.3,Yogurt,43,6.07,5/15/2025
Freezer,-16.32,Milk,43,16.23,2/22/2025
Freezer,-17.46,Milk,47,2.2,6/19/2025
Fridge,1.95,Cheese,24,5.98,7/31/2025
Freezer,-16.28,Cheese,41,4.21,3/26/2025
Freezer,-17.29,Frozen Vegetables,8,14.88,7/19/2025
Freezer,-17.14,Yogurt,37,18.01,8/27/2025
Freezer,-15.06,Cheese,25,11.73,7/31/2025
Freezer,-16.03,Cheese,42,9.52,12/29/2025
Freezer,-17.89,Frozen Vegetables,46,5.46,12/6/2025
Freezer,-17.34,Ice Cream,26,10.92,9/19/2025
Freezer,-16.88,Milk,44,7.15,8/20/2025
Fridge,3.24,Milk,42,8.97,11/28/2025
Freezer,-16.11,Cheese,9,19.12,3/15/2025
Freezer,-15.61,Frozen Vegetables,28,5.06,7/22/2025
Fridge,1.51,Frozen Vegetables,43,6.11,3/28/2025
Fridge,3.66,Ice Cream,4,12.69,5/24/2025
Freezer,-16.41,Milk,44,9.76,11/22/2025
Fridge,1.14,Ice Cream,43,14.77,1/23/2026
Fridge,3.43,Ice Cream,44,17.63,10/1/2025
Fridge,1.05,Frozen Vegetables,34,11.99,12/24/2025
Freezer,-15.56,Milk,28,7.49,9/18/2025
Fridge,3.55,Cheese,40,3.28,9/19/2025
Fridge,2.35,Milk,1,19.59,9/8/2025
Fridge,1.87,Frozen Vegetables,36,12.48,10/24/2025
Fridge,3.52,Milk,49,5.19,7/3/2025
Fridge,2.89,Milk,20,12.17,1/28/2025
Fridge,2.72,Yogurt,33,13.74,12/26/2025
Fridge,3.37,Milk,19,7.52,6/21/2025
Fridge,2.5,Yogurt,30,19.65,12/6/2025
Freezer,-15.56,Ice Cream,3,8.82,1/15/2026
Freezer,-16.19,Yogurt,41,8.45,12/13/2025
Freezer,-15.5,Yogurt,34,18.02,9/5/2025
Fridge,2.17,Cheese,36,2.01,3/3/2025
Fridge,2.62,Milk,1,12.23,3/3/2025
Freezer,-16.1,Frozen Vegetables,35,17.61,11/20/2025
Fridge,2.7,Ice Cream,41,13.29,3/19/2025
Freezer,-17.09,Yogurt,11,14.84,2/28/2025
Fridge,2.76,Yogurt,8,8.69,7/9/2025
Fridge,1.5,Ice Cream,43,17.75,7/24/2025
Freezer,-15.88,Yogurt,37,15.84,6/9/2025
Fridge,1.89,Cheese,46,16.28,10/31/2025
Freezer,-15.85,Frozen Vegetables,47,17.06,6/28/2025
Freezer,-17.73,Ice Cream,32,14.14,10/8/2025
Fridge,2.04,Cheese,6,12.75,2/5/2025
Freezer,-16.92,Frozen Vegetables,28,9.28,3/29/2025
Freezer,-16.22,Yogurt,45,10.28,1/30/2025
Freezer,-16.09,Frozen Vegetables,9,14.62,12/23/2025
Fridge,1.75,Cheese,1,4.32,10/20/2025
Freezer,-15.97,Milk,19,4.29,2/12/2025
Freezer,-16.24,Cheese,1,8.85,7/6/2025
Fridge,2.09,Ice Cream,32,18.55,4/19/2025
Freezer,-16,Ice Cream,46,5.23,7/4/2025
Freezer,-16.96,Cheese,31,12.53,11/13/2025
Fridge,3.65,Milk,22,18.01,7/23/2025
Freezer,-15.58,Yogurt,9,14.01,2/22/2025
Fridge,3.92,Cheese,34,16.11,5/27/2025
Freezer,-16.12,Yogurt,37,7.25,11/29/2025
Freezer,-15.39,Yogurt,31,5.84,3/16/2025
Fridge,3.41,Frozen Vegetables,40,17.93,2/19/2025
Freezer,-17.03,Frozen Vegetables,7,3.24,10/28/2025
Freezer,-15.87,Cheese,13,13.52,7/31/2025
Freezer,-17.71,Yogurt,7,6.96,3/18/2025
Freezer,-16.3,Cheese,20,13.6,5/30/2025
Freezer,-17.28,Yogurt,12,11.51,10/11/2025
Freezer,-16.2,Milk,26,3.39,5/22/2025
Freezer,-17.36,Frozen Vegetables,10,17.65,2/8/2025
Freezer,-16.81,Frozen Vegetables,44,18.47,2/6/2025
Fridge,2.19,Yogurt,43,5.32,6/11/2025
Fridge,2.98,Ice Cream,46,1.21,11/26/2025
Freezer,-16.16,Cheese,16,12.29,7/6/2025
Freezer,-17.8,Ice Cream,32,11.47,10/5/2025
Freezer,-15.44,Ice Cream,10,4.56,4/22/2025
Freezer,-15.66,Ice Cream,44,11.18,10/16/2025
Freezer,-17.71,Frozen Vegetables,11,1.08,12/24/2025
Fridge,3.35,Cheese,19,18.02,7/20/2025
Fridge,2.47,Cheese,23,18.85,12/29/2025
Fridge,1.89,Milk,4,3.97,7/5/2025
Fridge,2.95,Frozen Vegetables,40,8.54,7/30/2025
Freezer,-15.15,Frozen Vegetables,14,15.91,4/12/2025
Fridge,3.21,Frozen Vegetables,19,19.01,1/19/2026
Fridge,2.36,Cheese,23,6.13,2/28/2025
Freezer,-15.35,Yogurt,9,17.77,4/25/2025
Fridge,2.75,Frozen Vegetables,46,14.46,11/27/2025
Fridge,1.4,Yogurt,20,5.46,5/9/2025
Freezer,-17.24,Yogurt,42,10.56,9/13/2025
Freezer,-15.28,Milk,34,10.59,8/6/2025
Freezer,-15.29,Yogurt,10,4.31,4/18/2025
Fridge,3.16,Ice Cream,34,15.76,10/21/2025
Fridge,2,Frozen Vegetables,2,6.07,11/28/2025
Freezer,-17.63,Frozen Vegetables,9,11.58,5/22/2025
Freezer,-15.88,Frozen Vegetables,12,13.85,7/23/2025
Freezer,-17.65,Milk,1,15.56,5/17/2025
Fridge,1.09,Milk,46,3.24,1/13/2026
Fridge,2.15,Frozen Vegetables,15,11.34,8/11/2025
Fridge,1.74,Ice Cream,43,9.05,8/16/2025
Fridge,2.17,Cheese,23,2.73,2/9/2025
Freezer,-16.98,Frozen Vegetables,47,12.26,4/21/2025
Freezer,-17.43,Cheese,26,4.77,11/20/2025
Freezer,-15.55,Milk,32,19.65,7/30/2025
Fridge,3.45,Yogurt,20,2.01,5/1/2025
Freezer,-15.68,Frozen Vegetables,16,16.27,6/29/2025
Freezer,-15.29,Cheese,32,17.75,8/25/2025
Fridge,1.65,Cheese,48,11.29,12/1/2025
Fridge,3.77,Yogurt,34,2.58,7/1/2025
Freezer,-17.63,Ice Cream,3,5.36,6/13/2025
Fridge,2.54,Yogurt,11,1.83,2/25/2025
Fridge,3.15,Milk,38,1.74,10/4/2025
Fridge,2.34,Ice Cream,17,1.55,8/3/2025
Freezer,-17.15,Ice Cream,9,1.48,8/6/2025
Freezer,-16.55,Ice Cream,33,16.8,9/14/2025
Freezer,-16.84,Frozen Vegetables,8,9.37,3/3/2025
Freezer,-16.27,Yogurt,42,19.07,7/22/2025
Freezer,-16.64,Yogurt,7,16.01,3/4/2025
Fridge,2.33,Frozen Vegetables,19,15.11,2/2/2025
Freezer,-16.48,Yogurt,32,18.4,4/20/2025
Freezer,-15.22,Yogurt,16,10.06,4/24/2025
Freezer,-16.69,Milk,27,7.03,2/25/2025
Fridge,2.58,Yogurt,16,10.51,3/30/2025
Fridge,2.73,Ice Cream,33,19.54,12/28/2025
Freezer,-15.7,Yogurt,34,18.56,7/16/2025
Freezer,-16.42,Milk,27,12.33,11/30/2025
Freezer,-16.71,Yogurt,9,14.64,7/25/2025
Fridge,2.92,Milk,23,2.16,8/13/2025
Fridge,1.62,Cheese,2,14.4,6/10/2025
Freezer,-15.79,Milk,3,8.09,3/17/2025
Fridge,2.09,Cheese,31,1.32,9/28/2025
Fridge,3.74,Cheese,35,5.34,10/8/2025
Freezer,-15.57,Milk,13,15.34,8/27/2025
Fridge,1.54,Ice Cream,25,15.29,9/30/2025
Fridge,2.54,Frozen Vegetables,40,18.73,12/27/2025
Fridge,2.38,Frozen Vegetables,50,3.43,11/4/2025
Freezer,-16.91,Cheese,6,10.92,9/7/2025
Fridge,3.81,Frozen Vegetables,25,15.5,10/6/2025
Fridge,1.97,Cheese,11,2.15,9/21/2025
Freezer,-17.03,Cheese,47,12.51,3/5/2025
Freezer,-15.91,Milk,12,12.8,7/16/2025
Freezer,-17.32,Frozen Vegetables,48,2.33,10/1/2025
Fridge,3.55,Ice Cream,18,8.16,4/29/2025
Freezer,-15.64,Frozen Vegetables,23,8.07,7/16/2025
Freezer,-17.97,Ice Cream,19,13.39,12/28/2025
Freezer,-16.22,Yogurt,2,8.87,4/21/2025
Freezer,-15.57,Frozen Vegetables,28,17.4,8/25/2025
Fridge,3.51,Frozen Vegetables,16,3.76,3/9/2025
Fridge,3.29,Cheese,36,10.99,11/17/2025
Freezer,-16.15,Ice Cream,3,9.72,7/2/2025
Fridge,1.11,Ice Cream,43,8.51,12/29/2025
Freezer,-16.46,Ice Cream,26,15.78,5/6/2025
Freezer,-16.26,Frozen Vegetables,28,1.19,12/4/2025
Fridge,3.35,Yogurt,48,7.61,4/8/2025
Fridge,1.08,Cheese,12,10.92,2/17/2025
Fridge,1.89,Ice Cream,27,11.31,7/27/2025
Freezer,-15.35,Ice Cream,19,14.47,8/21/2025
Fridge,2.8,Frozen Vegetables,50,10.3,3/19/2025
Fridge,3.89,Frozen Vegetables,22,12.41,9/27/2025
Freezer,-15.08,Yogurt,39,9.79,4/26/2025
Freezer,-15.62,Ice Cream,30,12.16,9/28/2025
Freezer,-16.52,Cheese,2,19.59,5/22/2025
Fridge,2.61,Cheese,37,2.76,5/16/2025
Fridge,2.06,Frozen Vegetables,19,13.02,10/11/2025
Fridge,3.61,Ice Cream,31,18.71,3/1/2025
Fridge,2.14,Ice Cream,17,12.28,5/30/2025
Freezer,-16.85,Frozen Vegetables,7,14.88,7/14/2025
Fridge,3.4,Frozen Vegetables,30,12.87,1/3/2026
Freezer,-17.37,Cheese,39,11.5,9/13/2025
Freezer,-17.2,Cheese,21,18.31,1/15/2026
Fridge,3.31,Ice Cream,21,16.72,3/25/2025
Freezer,-15.91,Ice Cream,33,1.04,4/11/2025
Freezer,-15.16,Yogurt,5,1.37,2/9/2025
Fridge,1.86,Yogurt,43,16.11,9/23/2025
Freezer,-16.64,Cheese,17,18.29,2/14/2025
Fridge,3.86,Milk,3,18.21,8/20/2025
Fridge,3.9,Yogurt,1,7.33,2/28/2025
Fridge,2.03,Ice Cream,4,9.48,8/26/2025
Fridge,2.72,Yogurt,48,8.74,2/15/2025
Fridge,2.23,Ice Cream,29,12.16,8/15/2025
Freezer,-15.52,Milk,30,17.45,11/2/2025
Fridge,1.66,Frozen Vegetables,13,8,11/17/2025
Fridge,3.64,Frozen Vegetables,45,4.61,11/10/2025
Fridge,1.89,Cheese,19,5.69,6/25/2025
Fridge,2.75,Frozen Vegetables,1,19.22,11/18/2025
Freezer,-16.13,Cheese,33,9.69,11/9/2025
Fridge,1.56,Frozen Vegetables,36,17.75,1/12/2026
Fridge,3.33,Ice Cream,9,17.09,4/26/2025
Freezer,-17.01,Cheese,2,12.63,8/4/2025
Freezer,-16.44,Milk,28,12.52,5/3/2025
Fridge,1.85,Ice Cream,49,17.8,4/7/2025
Fridge,3.97,Frozen Vegetables,18,3.68,7/16/2025
Fridge,3.21,Yogurt,18,9.46,9/27/2025
Fridge,1.13,Yogurt,20,2.02,9/30/2025
Fridge,1.12,Cheese,6,8.83,11/25/2025
Fridge,3.28,Frozen Vegetables,33,17.03,7/17/2025
Freezer,-15.33,Frozen Vegetables,5,4.24,6/10/2025
Freezer,-15.27,Ice Cream,28,10.71,3/22/2025
Freezer,-15.39,Milk,2,4.05,11/3/2025
Fridge,2.25,Milk,7,8.61,1/8/2026
Fridge,1.1,Milk,10,4.17,3/19/2025
Fridge,2.18,Ice Cream,22,8.16,7/9/2025
Freezer,-16.03,Yogurt,40,6.4,8/7/2025
Fridge,3.84,Frozen Vegetables,2,17.96,4/4/2025
Freezer,-16.33,Frozen Vegetables,42,4.4,5/15/2025
Fridge,1.83,Cheese,16,17.84,4/6/2025
Freezer,-17.56,Yogurt,7,4.03,9/2/2025
Freezer,-15.1,Cheese,44,3.93,2/8/2025
Freezer,-15.54,Frozen Vegetables,22,1.29,3/2/2025
Fridge,3.43,Frozen Vegetables,37,18.96,7/6/2025
Freezer,-17.18,Yogurt,4,7.67,12/30/2025
Freezer,-17.11,Yogurt,49,17.95,5/27/2025
Freezer,-15.79,Frozen Vegetables,13,2.56,2/22/2025
Freezer,-16.77,Frozen Vegetables,50,9.08,1/7/2026
Freezer,-17.53,Yogurt,3,8.43,4/9/2025
Fridge,1.93,Ice Cream,50,10.23,1/28/2025
Freezer,-16.78,Ice Cream,11,11.33,10/31/2025
Fridge,2.7,Frozen Vegetables,45,4.19,3/24/2025
Fridge,3.17,Cheese,47,10.01,4/19/2025
Fridge,3.17,Frozen Vegetables,26,18.7,11/23/2025
Fridge,3.33,Cheese,38,1.1,4/8/2025
Fridge,2.87,Cheese,15,2.99,12/15/2025
Freezer,-17.07,Frozen Vegetables,14,6.8,11/23/2025
Freezer,-15.14,Frozen Vegetables,50,9.36,4/4/2025
Fridge,2.49,Ice Cream,19,7.74,11/5/2025
Fridge,2,Frozen Vegetables,9,15.36,4/11/2025
Fridge,3.34,Yogurt,15,11.66,2/6/2025
Fridge,1.19,Cheese,14,6.15,8/17/2025
Fridge,2.02,Cheese,13,6.86,12/15/2025
Fridge,2.79,Frozen Vegetables,36,17.25,9/15/2025
Freezer,-15.12,Milk,29,6.11,4/17/2025
Fridge,1.03,Cheese,43,12.82,5/28/2025
Freezer,-17.94,Cheese,19,9.96,8/25/2025
Freezer,-17.71,Frozen Vegetables,17,15,12/13/2025
Freezer,-17.89,Milk,11,18.92,8/4/2025
Fridge,3.26,Ice Cream,16,8.22,11/5/2025
Fridge,1.62,Frozen Vegetables,31,15.62,8/3/2025
Freezer,-15.19,Milk,36,6.9,11/19/2025
Freezer,-17.64,Ice Cream,50,13.29,11/29/2025
Freezer,-17.49,Frozen Vegetables,12,2.37,7/7/2025
Freezer,-16.6,Yogurt,49,4.57,1/20/2026
Freezer,-17.8,Frozen Vegetables,18,7.66,6/9/2025
Fridge,2.88,Yogurt,6,14.12,2/22/2025
Freezer,-17.84,Frozen Vegetables,46,12.37,6/6/2025
Fridge,1.44,Milk,22,2.45,1/15/2026
Fridge,1.69,Frozen Vegetables,13,6.8,2/2/2025
Freezer,-16.55,Milk,11,11.64,9/12/2025
Fridge,2.78,Frozen Vegetables,15,1.24,1/23/2026
Fridge,1.4,Yogurt,10,7.91,5/31/2025
Fridge,3.38,Yogurt,13,6.22,12/28/2025
Freezer,-15.2,Cheese,30,7.87,7/5/2025
Freezer,-16.58,Yogurt,41,5.83,3/19/2025
Freezer,-16.6,Cheese,11,8.21,8/9/2025
Fridge,2.59,Ice Cream,46,10.75,1/1/2026
Freezer,-17.76,Ice Cream,29,2.9,7/25/2025
Fridge,2.06,Cheese,25,17.23,3/22/2025
Freezer,-16.09,Cheese,27,19.77,4/23/2025
Freezer,-16.1,Ice Cream,41,8.63,2/15/2025
Freezer,-15.47,Frozen Vegetables,12,12.16,6/23/2025
Fridge,1.84,Cheese,37,2.33,4/23/2025
Fridge,3.11,Milk,27,6.42,9/10/2025
Freezer,-15.18,Ice Cream,35,13.84,5/3/2025
Freezer,-17.85,Yogurt,29,1.35,7/18/2025
Fridge,2.28,Ice Cream,50,13.12,11/14/2025
Freezer,-17.74,Milk,18,6.21,6/10/2025
Fridge,2.36,Milk,17,10.4,3/1/2025
Freezer,-15.05,Yogurt,30,7.01,1/28/2025
Fridge,2.14,Milk,43,8.43,1/31/2025
Freezer,-17.16,Ice Cream,17,1.92,5/18/2025
Fridge,3.57,Ice Cream,15,16.53,10/10/2025
Fridge,1.12,Frozen Vegetables,13,12.67,11/17/2025
Fridge,1.22,Ice Cream,7,8.85,12/21/2025
Fridge,3.23,Milk,14,11.84,12/20/2025
Fridge,3.61,Cheese,10,9.16,2/8/2025
Freezer,-15.56,Ice Cream,27,3.58,11/9/2025
Freezer,-15.87,Milk,27,7.08,7/25/2025
Freezer,-17.41,Milk,8,5.36,9/24/2025
Freezer,-16.82,Yogurt,18,3.33,11/27/2025
Fridge,2.07,Frozen Vegetables,47,6.53,11/8/2025
Fridge,2.5,Cheese,46,17.93,6/2/2025
Freezer,-17.46,Yogurt,3,17.73,4/6/2025
Fridge,1.73,Milk,28,15.58,9/13/2025
Fridge,3.57,Cheese,6,18.55,10/18/2025
Freezer,-16.33,Ice Cream,3,19.25,9/14/2025
Fridge,1.69,Milk,20,14.75,12/31/2025
Fridge,1.44,Ice Cream,12,1.74,1/5/2026
Freezer,-16.55,Frozen Vegetables,15,7.36,1/5/2026
Freezer,-17.63,Cheese,27,7.29,3/9/2025
Freezer,-15.14,Frozen Vegetables,22,6.92,5/1/2025
Fridge,1.49,Milk,11,3.85,3/4/2025
Fridge,2.95,Milk,20,10.25,11/14/2025
Fridge,1.02,Cheese,30,11.99,2/26/2025
Freezer,-16.44,Yogurt,8,9.35,6/28/2025
Fridge,2.54,Ice Cream,43,15.61,6/21/2025
Fridge,2.92,Yogurt,17,18.04,8/2/2025
Fridge,1.88,Milk,34,18.14,11/22/2025
Freezer,-15.9,Cheese,41,8.35,4/6/2025
Freezer,-15.7,Cheese,29,10.49,7/20/2025
Freezer,-17.82,Frozen Vegetables,9,13.8,5/21/2025
Fridge,1.9,Ice Cream,5,14.15,4/30/2025
Freezer,-17.51,Cheese,13,1.61,5/4/2025
Freezer,-17.94,Ice Cream,22,18.38,1/25/2026
Fridge,2.61,Ice Cream,14,19.26,10/26/2025
Fridge,2.01,Milk,29,13.06,5/18/2025
Freezer,-15.29,Ice Cream,43,11.04,12/8/2025
Fridge,2.3,Ice Cream,39,16.26,1/18/2026
Freezer,-15.02,Cheese,13,11.58,3/30/2025
Freezer,-17.06,Cheese,48,16.81,8/21/2025
Freezer,-17.47,Yogurt,36,12.21,12/16/2025
Freezer,-15.8,Cheese,35,1.15,9/4/2025
Fridge,3.87,Ice Cream,37,6.89,3/14/2025
Freezer,-16.8,Yogurt,13,2.31,12/30/2025
Freezer,-16.82,Milk,23,11.3,5/18/2025
Fridge,1.48,Cheese,19,2.04,8/7/2025
Fridge,2.75,Cheese,45,10.91,9/3/2025
Freezer,-17.24,Yogurt,44,10.45,7/3/2025
Freezer,-15.3,Milk,32,19.51,8/29/2025
Freezer,-16.36,Yogurt,22,16.77,11/4/2025
Fridge,1.98,Frozen Vegetables,5,12,9/24/2025
Freezer,-17.45,Cheese,32,8.09,4/28/2025
Freezer,-15.26,Yogurt,8,9.97,5/11/2025
Freezer,-16.98,Milk,40,12.73,7/30/2025
Fridge,1.9,Milk,7,3.17,4/3/2025
Freezer,-16.95,Yogurt,11,6.58,6/14/2025
Fridge,2.5,Cheese,16,4.62,3/17/2025
Freezer,-17.73,Ice Cream,26,6.63,2/25/2025
Fridge,3.28,Milk,49,5.51,8/4/2025
Freezer,-15.73,Frozen Vegetables,36,10.52,1/29/2025
Freezer,-16.74,Milk,49,4,6/1/2025
Fridge,1.79,Ice Cream,14,8.98,1/31/2025
Fridge,2.78,Cheese,3,16.95,1/28/2025
Freezer,-15.88,Yogurt,21,17.14,9/1/2025
Freezer,-17.68,Frozen Vegetables,13,5.15,10/15/2025
Fridge,3.16,Frozen Vegetables,40,4.82,4/19/2025
Freezer,-16.46,Milk,46,12.62,2/17/2025
Fridge,1.54,Yogurt,42,5.02,5/13/2025
Fridge,2.53,Frozen Vegetables,27,1.76,10/21/2025
Fridge,1.73,Cheese,45,12.06,9/26/2025
Freezer,-16.15,Yogurt,14,14.76,12/7/2025
Fridge,1.18,Frozen Vegetables,6,19.64,4/18/2025
Fridge,3.17,Yogurt,1,16.68,9/7/2025
Freezer,-16.74,Frozen Vegetables,14,8.71,4/19/2025
Freezer,-17.35,Frozen Vegetables,34,18.98,8/11/2025
Freezer,-15.75,Cheese,34,3.08,12/11/2025
Freezer,-16.07,Milk,34,19.37,2/14/2025
Freezer,-17.24,Yogurt,43,1.06,6/7/2025
Fridge,3.74,Frozen Vegetables,10,15.75,5/27/2025
Freezer,-16.67,Milk,45,4.37,5/24/2025
Fridge,2.56,Ice Cream,35,6.52,3/26/2025
Fridge,1.01,Frozen Vegetables,1,3.93,7/15/2025
Freezer,-15,Ice Cream,7,11.78,1/24/2026
Fridge,2.92,Frozen Vegetables,1,17.75,5/29/2025
Freezer,-15.21,Cheese,43,18.15,1/19/2026
Fridge,1.77,Frozen Vegetables,37,2.9,9/20/2025
Freezer,-17.51,Cheese,14,7.6,1/10/2026
Freezer,-17.59,Frozen Vegetables,11,18.25,7/30/2025
Freezer,-17.82,Cheese,30,12.28,4/13/2025
Fridge,1.62,Yogurt,31,19.94,5/25/2025
Freezer,-17.04,Milk,23,7.74,12/9/2025
Fridge,2.16,Frozen Vegetables,12,6.61,2/5/2025
Freezer,-15.78,Frozen Vegetables,3,4.32,12/8/2025
Freezer,-16.59,Cheese,39,10.59,6/1/2025
Freezer,-16.14,Cheese,23,11.79,5/7/2025
Freezer,-16.32,Ice Cream,19,10.55,5/18/2025
Freezer,-16.92,Milk,43,6.49,5/16/2025
Freezer,-16.59,Yogurt,27,4.3,2/20/2025
Freezer,-15.75,Milk,36,2.99,8/29/2025
Fridge,3.24,Yogurt,3,3.19,5/6/2025
Fridge,2.06,Yogurt,11,10.51,2/10/2025
Fridge,3.71,Cheese,30,12.22,8/4/2025
Fridge,2.49,Yogurt,18,18.65,5/4/2025
Fridge,3.83,Yogurt,27,14.27,10/26/2025
Fridge,1.92,Frozen Vegetables,45,14.01,11/18/2025
Fridge,2.38,Yogurt,15,19.14,4/14/2025
Fridge,2.38,Frozen Vegetables,19,6.81,7/20/2025
Fridge,3.34,Milk,7,5.84,7/29/2025
Freezer,-17.7,Yogurt,9,9.83,8/10/2025
Freezer,-17.36,Cheese,21,16.08,2/10/2025
Fridge,3.34,Frozen Vegetables,46,10.34,10/7/2025
Fridge,3.66,Frozen Vegetables,11,8.25,12/2/2025
Freezer,-17.28,Cheese,46,4.97,3/27/2025
Freezer,-17.77,Yogurt,16,1.17,5/20/2025
Fridge,3.69,Frozen Vegetables,29,4.21,6/18/2025
Fridge,1.64,Frozen Vegetables,36,10.16,1/26/2026
Fridge,1.58,Yogurt,1,2.09,1/26/2026
Freezer,-15.01,Cheese,26,6.01,10/19/2025
Fridge,1.97,Frozen Vegetables,2,3.73,3/1/2025
Fridge,2.22,Milk,2,3.31,5/19/2025
Freezer,-17.19,Cheese,3,1.9,7/21/2025
Freezer,-16.88,Frozen Vegetables,35,9.08,11/27/2025
Freezer,-15.97,Cheese,6,5.08,9/21/2025
Freezer,-16.9,Frozen Vegetables,22,5.54,7/28/2025
Freezer,-15.63,Cheese,18,2.24,12/12/2025
Fridge,1.7,Ice Cream,45,17.57,2/27/2025
Freezer,-17.62,Ice Cream,1,3.39,1/4/2026
Freezer,-15.21,Ice Cream,49,13.78,9/27/2025
Fridge,1.06,Milk,29,17.39,2/13/2025
Freezer,-15.24,Ice Cream,48,10.12,7/9/2025
Fridge,1.61,Cheese,32,3.16,4/10/2025
Fridge,2.78,Ice Cream,34,8.86,6/12/2025
Freezer,-15.75,Frozen Vegetables,6,5.05,10/6/2025
Fridge,3.18,Ice Cream,34,11.68,7/30/2025
Freezer,-15.72,Frozen Vegetables,36,19.97,8/28/2025
Fridge,1.29,Yogurt,44,2.47,5/18/2025
Freezer,-16.44,Milk,32,8.64,8/4/2025
Freezer,-15.2,Ice Cream,19,17.19,6/13/2025
Freezer,-16.52,Milk,39,10.7,4/11/2025
Freezer,-15.07,Yogurt,37,13.97,9/13/2025
Fridge,1.02,Ice Cream,1,13.91,9/22/2025
Freezer,-16.06,Ice Cream,9,15.9,12/19/2025
Freezer,-16.43,Yogurt,45,15.66,8/30/2025
Fridge,1.77,Ice Cream,35,12.71,10/11/2025
Fridge,2.38,Cheese,17,4.2,11/28/2025
Fridge,2.8,Frozen Vegetables,38,15.24,12/12/2025
Freezer,-15.42,Ice Cream,35,2.85,1/4/2026
Fridge,2.25,Yogurt,40,2.11,5/31/2025
